date_time,altimeter_set_1,air_temp_set_1,relative_humidity_set_1,precip_accum_since_local_midnight_set_1,wind_direction_set_1,wind_speed_set_1,pressure_set_1d,sea_level_pressure_set_1d,wet_bulb_temp_set_1d,wind_cardinal_direction_set_1d,wind_chill_set_1d,dew_point_temperature_set_1d,heat_index_set_1d
2024-01-01 10:15,30.24,32.0,91.0,0.01,22.0,1.74,993.0,1025.56,31.12,NNE,,29.64,
2024-01-01 10:30,30.25,33.0,91.0,0.01,15.0,1.74,993.32,1025.83,32.09,NNE,,30.63,
2024-01-01 10:45,30.26,33.0,90.0,0.01,46.0,0.87,993.65,1026.17,32.0,NE,,30.34,
2024-01-01 11:00,30.27,33.0,89.0,0.01,20.0,1.74,993.98,1026.51,31.89,NNE,,30.07,
2024-01-01 11:15,30.27,33.0,88.0,0.01,42.0,1.74,993.98,1026.51,31.78,NE,,29.79,
2024-01-01 11:30,30.26,34.0,87.0,0.01,311.0,1.74,993.65,1026.1,32.63,NW,,30.49,
2024-01-01 11:45,30.26,35.0,87.0,0.02,0.0,1.74,993.65,1026.04,33.6,N,,31.48,
2024-01-01 12:00,30.26,34.0,85.0,0.02,10.0,1.74,993.65,1026.1,32.41,N,,29.91,
2024-01-01 12:15,30.26,34.0,85.0,0.02,30.0,1.74,993.65,1026.1,32.41,NNE,,29.91,
2024-01-01 12:30,30.26,35.0,85.0,0.02,20.0,0.87,993.65,1026.04,33.39,NNE,,30.88,
2024-01-01 12:45,30.26,35.0,82.0,0.02,127.0,1.74,993.65,1026.04,33.04,SE,,30.0,
2024-01-01 13:00,30.25,35.0,83.0,0.02,30.0,0.87,993.32,1025.7,33.15,NNE,,30.29,
2024-01-01 13:15,30.25,35.0,84.0,0.03,272.0,1.74,993.32,1025.7,33.26,W,,30.6,
2024-01-01 13:30,30.25,34.0,83.0,0.03,5.0,1.74,993.32,1025.76,32.2,N,,29.32,
2024-01-01 13:45,30.25,34.0,85.0,0.03,284.0,1.74,993.32,1025.76,32.41,WNW,,29.91,
2024-01-01 14:00,30.25,34.0,85.0,0.03,316.0,1.74,993.32,1025.76,32.41,NW,,29.91,
2024-01-01 14:16,30.25,34.0,87.0,0.03,267.0,2.61,993.32,1025.76,32.63,W,,30.49,
2024-01-01 14:30,30.25,33.0,89.0,0.03,273.0,1.74,993.32,1025.83,31.89,W,,30.07,
2024-01-01 14:45,30.25,33.0,88.0,0.03,337.0,1.74,993.32,1025.83,31.78,NNW,,29.79,
2024-01-01 15:00,30.26,33.0,87.0,0.03,346.0,2.61,993.65,1026.17,31.68,NNW,,29.5,
2024-01-01 15:15,30.26,33.0,88.0,0.03,284.0,0.87,993.65,1026.17,31.78,WNW,,29.79,
2024-01-01 15:30,30.26,33.0,87.0,0.03,279.0,2.61,993.65,1026.17,31.68,W,,29.5,
2024-01-01 15:45,30.26,33.0,86.0,0.03,279.0,1.74,993.65,1026.17,31.57,W,,29.21,
2024-01-01 16:00,30.27,33.0,84.0,0.03,348.0,1.74,993.98,1026.51,31.35,NNW,,28.63,
2024-01-01 16:15,30.26,33.0,84.0,0.03,5.0,1.74,993.65,1026.17,31.35,N,,28.63,
2024-01-01 16:30,30.27,33.0,83.0,0.03,302.0,0.87,993.98,1026.51,31.24,WNW,,28.35,
2024-01-01 16:45,30.27,33.0,84.0,0.03,285.0,1.74,993.98,1026.51,31.35,WNW,,28.63,
2024-01-01 17:00,30.27,33.0,83.0,0.03,280.0,2.61,993.98,1026.51,31.24,W,,28.35,
2024-01-01 17:15,30.27,33.0,82.0,0.03,286.0,0.87,993.98,1026.51,31.14,WNW,,28.04,
2024-01-01 17:30,30.27,33.0,80.0,0.03,282.0,3.48,993.98,1026.51,30.92,WNW,,27.43,
2024-01-01 17:45,30.28,33.0,82.0,0.03,279.0,3.48,994.31,1026.85,31.14,W,,28.04,
2024-01-01 18:00,30.29,32.0,83.0,0.03,289.0,3.48,994.64,1027.25,30.29,WNW,,27.36,
2024-01-01 18:15,30.29,32.0,82.0,0.03,285.0,3.48,994.64,1027.25,30.18,WNW,,27.07,
2024-01-01 18:30,30.29,31.0,83.0,0.03,286.0,2.61,994.64,1027.32,29.34,WNW,,26.38,
2024-01-01 18:45,30.29,31.0,82.0,0.03,286.0,2.61,994.64,1027.32,29.23,WNW,,26.08,
2024-01-01 19:00,30.29,31.0,83.0,0.03,284.0,1.74,994.64,1027.32,29.34,WNW,,26.38,
2024-01-01 19:15,30.29,31.0,83.0,0.03,279.0,1.74,994.64,1027.32,29.34,W,,26.38,
2024-01-01 19:30,30.3,31.0,83.0,0.03,336.0,1.74,994.97,1027.66,29.34,NNW,,26.38,
2024-01-01 19:45,30.3,31.0,83.0,0.03,281.0,1.74,994.97,1027.66,29.34,W,,26.38,
2024-01-01 20:00,30.3,31.0,84.0,0.03,278.0,1.74,994.97,1027.66,29.43,W,,26.67,
2024-01-01 20:15,30.29,31.0,85.0,0.03,281.0,1.74,994.64,1027.32,29.53,W,,26.96,
2024-01-01 20:30,30.29,31.0,84.0,0.03,253.0,1.74,994.64,1027.32,29.43,WSW,,26.67,
2024-01-01 20:45,30.29,31.0,85.0,0.03,275.0,1.74,994.64,1027.32,29.53,W,,26.96,
2024-01-01 21:00,30.29,31.0,85.0,0.03,275.0,2.61,994.64,1027.32,29.53,W,,26.96,
2024-01-01 21:15,30.28,31.0,84.0,0.03,281.0,4.34,994.31,1026.98,29.43,W,,26.67,
2024-01-01 21:30,30.28,31.0,83.0,0.03,282.0,3.48,994.31,1026.98,29.34,WNW,,26.38,
2024-01-01 21:45,30.29,31.0,83.0,0.03,289.0,4.34,994.64,1027.32,29.34,WNW,,26.38,
2024-01-01 22:00,30.28,31.0,83.0,0.03,286.0,4.34,994.31,1026.98,29.34,WNW,,26.38,
2024-01-01 22:15,30.28,31.0,84.0,0.03,284.0,5.21,994.31,1026.98,29.43,WNW,25.03,26.67,
2024-01-01 22:30,30.28,30.0,84.0,0.03,301.0,4.34,994.31,1027.05,28.47,WNW,,25.7,
2024-01-01 22:45,30.27,30.0,84.0,0.03,205.0,4.34,993.98,1026.71,28.47,SSW,,25.7,
2024-01-01 23:01,30.27,30.0,85.0,0.03,269.0,4.34,993.98,1026.71,28.58,W,,25.99,
2024-01-01 23:15,30.27,30.0,85.0,0.03,298.0,3.48,993.98,1026.71,28.58,WNW,,25.99,
2024-01-01 23:31,30.27,30.0,85.0,0.03,280.0,3.48,993.98,1026.71,28.58,W,,25.99,
2024-01-01 23:45,30.27,30.0,85.0,0.03,269.0,4.34,993.98,1026.71,28.58,W,,25.99,
2024-01-02 00:00,30.27,29.0,85.0,0.03,279.0,3.48,993.98,1026.78,27.61,W,,25.0,
2024-01-02 00:15,30.26,29.0,85.0,0.03,290.0,3.48,993.65,1026.44,27.61,WNW,,25.0,
2024-01-02 00:30,30.26,29.0,86.0,0.03,281.0,3.48,993.65,1026.44,27.72,W,,25.29,
2024-01-02 00:45,30.26,29.0,86.0,0.03,261.0,3.48,993.65,1026.44,27.72,W,,25.29,
2024-01-02 01:00,30.26,29.0,85.0,0.0,234.0,3.48,993.65,1026.44,27.61,SW,,25.0,
2024-01-02 01:15,30.26,29.0,85.0,0.0,244.0,3.48,993.65,1026.44,27.61,WSW,,25.0,
2024-01-02 01:31,30.26,29.0,85.0,0.0,249.0,5.21,993.65,1026.44,27.61,WSW,22.66,25.0,
2024-01-02 01:45,30.25,29.0,85.0,0.0,237.0,4.34,993.32,1026.1,27.61,WSW,,25.0,
2024-01-02 02:01,30.25,29.0,86.0,0.0,202.0,4.34,993.32,1026.1,27.72,SSW,,25.29,
2024-01-02 02:15,30.26,28.0,86.0,0.0,261.0,3.48,993.65,1026.51,26.74,W,,24.3,
2024-01-02 02:30,30.26,28.0,86.0,0.0,185.0,2.61,993.65,1026.51,26.74,S,,24.3,
2024-01-02 02:45,30.26,28.0,86.0,0.0,211.0,4.34,993.65,1026.51,26.74,SSW,,24.3,
2024-01-02 03:00,30.27,28.0,86.0,0.0,228.0,4.34,993.98,1026.85,26.74,SW,,24.3,
2024-01-02 03:15,30.27,28.0,86.0,0.0,179.0,4.34,993.98,1026.85,26.74,S,,24.3,
2024-01-02 03:30,30.26,28.0,85.0,0.0,252.0,5.21,993.65,1026.51,26.65,WSW,21.47,24.03,
2024-01-02 03:45,30.26,28.0,85.0,0.0,225.0,4.34,993.65,1026.51,26.65,SW,,24.03,
2024-01-02 04:00,30.26,28.0,86.0,0.0,253.0,3.48,993.65,1026.51,26.74,WSW,,24.3,
2024-01-02 04:15,30.26,28.0,86.0,0.0,271.0,5.21,993.65,1026.51,26.74,W,21.47,24.3,
2024-01-02 04:30,30.26,28.0,86.0,0.0,240.0,5.21,993.65,1026.51,26.74,WSW,21.47,24.3,
2024-01-02 04:46,30.25,28.0,86.0,0.0,208.0,3.48,993.32,1026.17,26.74,SSW,,24.3,
2024-01-02 05:00,30.24,28.0,87.0,0.0,237.0,4.34,993.0,1025.83,26.83,WSW,,24.58,
2024-01-02 05:15,30.24,28.0,86.0,0.0,269.0,4.34,993.0,1025.83,26.74,W,,24.3,
2024-01-02 05:30,30.24,28.0,87.0,0.0,284.0,3.48,993.0,1025.83,26.83,WNW,,24.58,
2024-01-02 05:45,30.24,28.0,87.0,0.0,298.0,4.34,993.0,1025.83,26.83,WNW,,24.58,
2024-01-02 06:00,30.25,28.0,87.0,0.0,228.0,3.48,993.32,1026.17,26.83,SW,,24.58,
2024-01-02 06:15,30.25,28.0,87.0,0.0,268.0,5.21,993.32,1026.17,26.83,W,21.47,24.58,
2024-01-02 06:30,30.26,27.0,88.0,0.0,235.0,6.08,993.65,1026.57,25.95,SW,19.47,23.88,
2024-01-02 06:45,30.26,27.0,88.0,0.0,280.0,6.08,993.65,1026.57,25.95,W,19.47,23.88,
2024-01-02 07:00,30.27,27.0,88.0,0.0,275.0,3.48,993.98,1026.91,25.95,W,,23.88,
2024-01-02 07:15,30.27,27.0,89.0,0.0,271.0,5.21,993.98,1026.91,26.04,W,20.28,24.15,
2024-01-02 07:30,30.26,27.0,89.0,0.0,193.0,3.48,993.65,1026.57,26.04,SSW,,24.15,
2024-01-02 07:46,30.26,27.0,89.0,0.0,284.0,4.34,993.65,1026.57,26.04,WNW,,24.15,
2024-01-02 08:00,30.25,27.0,89.0,0.0,172.0,4.34,993.32,1026.24,26.04,S,,24.15,
2024-01-02 08:16,30.25,27.0,89.0,0.0,261.0,5.21,993.32,1026.24,26.04,W,20.28,24.15,
2024-01-02 08:30,30.24,27.0,88.0,0.0,281.0,4.34,993.0,1025.9,25.95,W,,23.88,
2024-01-02 08:45,30.24,27.0,88.0,0.0,248.0,3.48,993.0,1025.9,25.95,WSW,,23.88,
2024-01-02 09:00,30.23,27.0,88.0,0.0,271.0,3.48,992.67,1025.56,25.95,W,,23.88,
2024-01-02 09:15,30.23,27.0,88.0,0.0,202.0,3.48,992.67,1025.56,25.95,SSW,,23.88,
2024-01-02 09:30,30.24,27.0,89.0,0.0,201.0,5.21,993.0,1025.9,26.04,SSW,20.28,24.15,
2024-01-02 09:45,30.24,27.0,88.0,0.0,241.0,6.08,993.0,1025.9,25.95,WSW,19.47,23.88,
2024-01-02 10:00,30.25,27.0,88.0,0.0,259.0,6.08,993.32,1026.24,25.95,W,19.47,23.88,
2024-01-02 10:15,30.26,27.0,87.0,0.0,292.0,5.21,993.65,1026.57,25.86,WNW,20.28,23.59,
2024-01-02 10:31,30.25,27.0,86.0,0.0,272.0,6.95,993.32,1026.24,25.77,W,18.75,23.32,
2024-01-02 10:45,30.24,28.0,85.0,0.0,274.0,6.08,993.0,1025.83,26.65,W,20.68,24.03,
2024-01-02 11:00,30.24,28.0,85.0,0.0,204.0,6.95,993.0,1025.83,26.65,SSW,19.98,24.03,
2024-01-02 11:15,30.24,28.0,86.0,0.0,230.0,5.21,993.0,1025.83,26.74,SW,21.47,24.3,
2024-01-02 11:30,30.23,28.0,87.0,0.0,250.0,5.21,992.67,1025.49,26.83,WSW,21.47,24.58,
2024-01-02 11:45,30.21,28.0,85.0,0.0,198.0,6.08,992.01,1024.81,26.65,SSW,20.68,24.03,
2024-01-02 12:00,30.21,29.0,85.0,0.0,194.0,6.08,992.01,1024.74,27.61,SSW,21.88,25.0,
2024-01-02 12:15,30.2,29.0,84.0,0.0,263.0,6.08,991.68,1024.4,27.52,W,21.88,24.71,
2024-01-02 12:31,30.18,30.0,85.0,0.0,172.0,5.21,991.03,1023.66,28.58,S,23.85,25.99,
2024-01-02 12:45,30.18,30.0,84.0,0.0,277.0,6.08,991.03,1023.66,28.47,W,23.09,25.7,
2024-01-02 13:01,30.17,30.0,85.0,0.0,179.0,6.08,990.7,1023.32,28.58,S,23.09,25.99,
2024-01-02 13:15,30.17,30.0,85.0,0.0,260.0,6.95,990.7,1023.32,28.58,W,22.41,25.99,
2024-01-02 13:30,30.16,30.0,84.0,0.0,153.0,6.95,990.37,1022.98,28.47,SSE,22.41,25.7,
2024-01-02 13:46,30.16,30.0,84.0,0.0,178.0,6.08,990.37,1022.98,28.47,S,23.09,25.7,
2024-01-02 14:00,30.15,31.0,84.0,0.0,250.0,6.08,990.04,1022.57,29.43,WSW,24.3,26.67,
2024-01-02 14:15,30.15,31.0,84.0,0.0,271.0,6.95,990.04,1022.57,29.43,W,23.63,26.67,
2024-01-02 14:30,30.14,31.0,83.0,0.0,180.0,6.95,989.71,1022.23,29.34,S,23.63,26.38,
2024-01-02 14:45,30.14,31.0,84.0,0.0,221.0,6.08,989.71,1022.23,29.43,SW,24.3,26.67,
2024-01-02 15:00,30.14,31.0,83.0,0.0,257.0,6.08,989.71,1022.23,29.34,WSW,24.3,26.38,
2024-01-02 15:15,30.13,31.0,83.0,0.0,262.0,6.95,989.38,1021.89,29.32,W,23.63,26.38,
2024-01-02 15:30,30.12,32.0,83.0,0.0,182.0,6.95,989.06,1021.49,30.29,S,24.85,27.36,
2024-01-02 15:45,30.12,32.0,83.0,0.0,198.0,6.08,989.06,1021.49,30.29,SSW,25.5,27.36,
2024-01-02 16:00,30.12,32.0,83.0,0.0,188.0,5.21,989.06,1021.49,30.29,S,26.24,27.36,
2024-01-02 16:15,30.11,32.0,83.0,0.0,188.0,6.08,988.73,1021.15,30.29,S,25.5,27.36,
2024-01-02 16:30,30.11,32.0,83.0,0.0,193.0,6.08,988.73,1021.15,30.29,SSW,25.5,27.36,
2024-01-02 16:45,30.11,32.0,83.0,0.0,207.0,4.34,988.73,1021.15,30.29,SSW,,27.36,
2024-01-02 17:00,30.11,32.0,84.0,0.0,178.0,5.21,988.73,1021.15,30.38,S,26.24,27.66,
2024-01-02 17:15,30.11,32.0,84.0,0.0,194.0,6.08,988.73,1021.15,30.38,SSW,25.5,27.66,
2024-01-02 17:30,30.11,31.0,84.0,0.0,198.0,6.08,988.73,1021.22,29.43,SSW,24.3,26.67,
2024-01-02 17:45,30.11,31.0,85.0,0.0,212.0,5.21,988.73,1021.22,29.53,SSW,25.03,26.96,
2024-01-02 18:00,30.11,31.0,85.0,0.0,200.0,5.21,988.73,1021.22,29.53,SSW,25.03,26.96,
2024-01-02 18:15,30.11,31.0,85.0,0.0,191.0,5.21,988.73,1021.22,29.53,S,25.03,26.96,
2024-01-02 18:30,30.1,31.0,86.0,0.0,193.0,5.21,988.4,1020.88,29.62,SSW,25.03,27.25,
2024-01-02 18:45,30.11,31.0,86.0,0.0,213.0,5.21,988.73,1021.22,29.62,SSW,25.03,27.25,
2024-01-02 19:00,30.11,31.0,86.0,0.0,201.0,4.34,988.73,1021.22,29.62,SSW,,27.25,
2024-01-02 19:15,30.1,31.0,86.0,0.0,198.0,5.21,988.4,1020.88,29.62,SSW,25.03,27.25,
2024-01-02 19:30,30.11,31.0,86.0,0.0,215.0,5.21,988.73,1021.22,29.62,SW,25.03,27.25,
2024-01-02 19:45,30.11,31.0,86.0,0.0,225.0,4.34,988.73,1021.22,29.62,SW,,27.25,
2024-01-02 20:00,30.11,31.0,87.0,0.0,270.0,4.34,988.73,1021.22,29.73,W,,27.54,
2024-01-02 20:15,30.1,31.0,87.0,0.0,290.0,5.21,988.4,1020.88,29.73,WNW,25.03,27.54,
2024-01-02 20:30,30.1,31.0,87.0,0.0,254.0,4.34,988.4,1020.88,29.73,WSW,,27.54,
2024-01-02 20:45,30.1,31.0,87.0,0.0,273.0,4.34,988.4,1020.88,29.73,W,,27.54,
2024-01-02 21:00,30.1,31.0,87.0,0.0,270.0,4.34,988.4,1020.88,29.73,W,,27.54,
2024-01-02 21:15,30.1,31.0,87.0,0.0,269.0,5.21,988.4,1020.88,29.73,W,25.03,27.54,
2024-01-02 21:30,30.1,31.0,87.0,0.0,218.0,5.21,988.4,1020.88,29.73,SW,25.03,27.54,
2024-01-02 21:45,30.1,31.0,87.0,0.0,238.0,5.21,988.4,1020.88,29.73,WSW,25.03,27.54,
2024-01-02 22:00,30.1,32.0,87.0,0.0,195.0,4.34,988.4,1020.81,30.7,SSW,,28.53,
2024-01-02 22:15,30.09,32.0,87.0,0.0,271.0,4.34,988.07,1020.47,30.7,W,,28.53,
2024-01-02 22:31,30.09,32.0,87.0,0.0,244.0,4.34,988.07,1020.47,30.7,WSW,,28.53,
2024-01-02 22:45,30.09,32.0,87.0,0.0,270.0,4.34,988.07,1020.47,30.7,W,,28.53,
2024-01-02 23:00,30.09,32.0,87.0,0.0,213.0,4.34,988.07,1020.47,30.7,SSW,,28.53,
2024-01-02 23:15,30.08,32.0,87.0,0.0,199.0,4.34,987.74,1020.13,30.7,SSW,,28.53,
2024-01-02 23:30,30.09,32.0,87.0,0.0,183.0,4.34,988.07,1020.47,30.7,S,,28.53,
2024-01-02 23:45,30.08,32.0,87.0,0.0,267.0,4.34,987.74,1020.13,30.7,W,,28.53,
2024-01-03 00:00,30.08,32.0,87.0,0.0,220.0,4.34,987.74,1020.13,30.7,SW,,28.53,
2024-01-03 00:15,30.08,32.0,87.0,0.0,205.0,4.34,987.74,1020.13,30.7,SSW,,28.53,
2024-01-03 00:30,30.07,32.0,87.0,0.0,175.0,4.34,987.41,1019.79,30.7,S,,28.53,
2024-01-03 00:45,30.07,32.0,88.0,0.0,192.0,3.48,987.41,1019.79,30.81,SSW,,28.8,
2024-01-03 01:00,30.06,32.0,87.0,0.0,205.0,4.34,987.09,1019.45,30.7,SSW,,28.53,
2024-01-03 01:15,30.06,32.0,88.0,0.0,223.0,3.48,987.09,1019.45,30.81,SW,,28.8,
2024-01-03 01:30,30.06,32.0,88.0,0.0,194.0,3.48,987.09,1019.45,30.81,SSW,,28.8,
