date_time,snow_depth_set_1,precip_accum_24_hour_set_1,air_temp_set_1,snow_accum_24_hour_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,weather_cond_code_set_1,weather_condition_set_1d,weather_summary_set_1d
2023-07-02 07:50,0.0,0.8,68.0,0.0,,,,,
2023-07-03 07:00,0.0,0.12,67.0,0.0,82.0,66.0,,,
2023-07-04 07:50,0.0,0.03,65.0,0.0,84.0,62.0,,,
2023-07-05 07:10,0.0,0.0,67.0,0.0,89.0,65.0,,,
2023-07-06 07:23,0.0,0.001,69.0,0.0,89.0,67.0,,,
2023-07-06 07:37,0.0,0.0,61.0,0.0,82.0,57.0,,,
2023-07-07 07:37,0.0,0.0,61.0,0.0,82.0,57.0,,,
2023-07-08 13:17,0.0,0.33,72.0,0.0,84.0,61.0,,,
2023-07-09 10:38,0.0,0.0,69.0,0.0,84.0,53.0,,,
2023-07-10 07:35,0.0,0.0,60.0,0.0,84.0,53.0,,,
2023-07-11 07:00,0.0,0.0,64.0,0.0,84.0,53.0,,,
2023-07-12 07:00,0.0,0.42,58.0,0.0,87.0,53.0,,,
2023-07-13 07:00,0.0,0.45,65.0,0.0,77.0,58.0,,,
2023-07-14 07:00,0.0,0.0,62.0,0.0,79.0,58.0,,,
2023-07-15 12:15,0.0,0.55,72.0,0.0,87.0,62.0,3.0,snow,snow
2023-07-16 13:20,0.0,0.001,79.0,0.0,81.0,62.0,3.0,snow,snow
2023-07-17 07:15,0.0,0.0,64.0,0.0,81.0,62.0,,,
2023-07-18 09:20,0.0,0.0,70.0,0.0,82.0,56.0,,,
2023-07-19 07:23,0.0,0.0,59.0,0.0,81.0,58.0,,,
2023-07-20 13:28,0.0,0.0,84.0,0.0,85.0,59.0,,,
2023-07-21 07:00,0.0,0.32,61.0,0.0,88.0,61.0,,,
2023-07-22 07:20,0.0,0.01,57.0,0.0,88.0,55.0,,,
2023-07-23 07:20,0.0,0.0,61.0,0.0,82.0,57.0,,,
2023-07-24 07:00,0.0,0.0,62.0,0.0,81.0,59.0,,,
2023-07-25 08:12,0.0,0.0,62.0,0.0,86.0,58.0,,,
2023-07-26 07:00,0.0,0.0,70.0,0.0,87.0,58.0,,,
2023-07-27 07:00,0.0,0.68,68.0,0.0,88.0,67.0,,,
2023-07-28 07:00,0.0,0.0,75.0,0.0,90.0,67.0,,,
2023-07-29 15:42,0.0,1.66,83.0,0.0,90.0,66.0,,,
2023-07-30 14:24,0.0,0.0,80.0,0.0,83.0,59.0,,,
2023-07-31 07:00,0.0,0.0,55.0,0.0,82.0,53.0,,,
2023-08-01 07:16,0.0,0.0,56.0,0.0,80.0,55.0,,,
2023-08-02 08:30,0.0,0.0,66.0,0.0,81.0,56.0,,,
2023-08-03 07:00,0.0,0.0,58.0,0.0,81.0,58.0,,,
2023-08-04 07:00,0.0,0.0,63.0,0.0,85.0,58.0,,,
2023-08-05 10:13,0.0,0.0,74.0,0.0,87.0,63.0,2.0,drizzle,drizzle
2023-08-06 13:08,0.0,0.68,69.0,0.0,77.0,62.0,3.0,snow,snow
2023-08-07 07:00,0.0,0.1,64.0,0.0,73.0,64.0,,,
2023-08-08 07:00,0.0,0.14,56.0,0.0,74.0,55.0,,,
2023-08-09 07:00,0.0,0.0,61.0,0.0,82.0,55.0,,,
2023-08-10 07:00,0.0,0.13,63.0,0.0,82.0,61.0,,,
2023-08-11 07:00,0.0,0.09,66.0,0.0,82.0,61.0,,,
2023-08-12 07:00,0.0,0.04,70.0,0.0,83.0,66.0,,,
2023-08-13 08:20,0.0,0.001,66.0,0.0,82.0,62.0,,,
2023-08-14 07:00,0.0,0.0,68.0,0.0,83.0,66.0,,,
2023-08-15 07:40,0.0,0.21,62.0,0.0,83.0,60.0,,,
2023-08-16 07:20,0.0,0.01,51.0,0.0,83.0,50.0,,,
2023-08-17 07:38,0.0,0.0,62.0,0.0,,,,,
2023-08-18 09:15,0.0,0.98,61.0,0.0,75.0,52.0,,,
2023-08-19 13:33,0.0,0.001,75.0,0.0,76.0,50.0,,,
2023-08-20 14:10,0.0,0.0,84.0,0.0,84.0,64.0,,,
2023-08-21 07:00,0.0,0.0,71.0,0.0,88.0,64.0,,,
2023-08-22 07:00,0.0,0.0,67.0,0.0,90.0,64.0,,,
2023-08-23 07:00,0.0,0.0,68.0,0.0,82.0,66.0,,,
2023-08-24 07:00,0.0,0.0,78.0,0.0,92.0,66.0,,,
2023-08-25 07:58,0.0,0.0,71.0,0.0,93.0,71.0,,,
2023-08-26 07:00,0.0,0.0,70.0,0.0,84.0,57.0,,,
2023-08-27 07:00,0.0,0.0,77.0,0.0,77.0,69.0,,,
2023-08-28 07:28,0.0,0.0,54.0,0.0,78.0,52.0,,,
2023-08-29 07:33,0.0,0.0,52.0,0.0,78.0,51.0,,,
2023-08-30 07:00,0.0,0.001,56.0,0.0,82.0,52.0,,,
2023-08-31 07:19,0.0,0.0,48.0,0.0,76.0,47.0,,,
2023-09-02 11:14,0.0,0.0,77.0,0.0,81.0,52.0,1.0,rain,rain
2023-09-03 14:00,0.0,0.0,87.0,0.0,87.0,63.0,1.0,rain,rain
2023-09-04 12:00,0.0,0.0,83.0,0.0,90.0,66.0,3.0,snow,snow
2023-09-05 07:00,0.0,0.0,71.0,0.0,90.0,70.0,,,
2023-09-06 07:00,0.0,0.0,72.0,0.0,91.0,71.0,,,
2023-09-07 07:00,0.0,0.0,66.0,0.0,91.0,66.0,,,
2023-09-08 07:00,0.0,0.0,59.0,0.0,75.0,56.0,,,
2023-09-09 07:00,0.0,0.02,65.0,0.0,67.0,59.0,,,
2023-09-10 07:00,0.0,0.0,70.0,0.0,73.0,49.0,,,
2023-09-11 08:50,0.0,0.0,61.0,0.0,79.0,53.0,,,
2023-09-12 07:15,0.0,0.36,60.0,0.0,79.0,53.0,,,
2023-09-13 07:31,0.0,0.02,48.0,0.0,72.0,46.0,,,
2023-09-14 07:27,0.0,0.0,46.0,0.0,70.0,46.0,,,
2023-09-15 07:00,0.0,0.0,49.0,0.0,73.0,45.0,,,
2023-09-16 07:14,0.0,0.0,48.0,0.0,74.0,48.0,,,
2023-09-17 07:19,0.0,0.0,56.0,0.0,74.0,48.0,,,
2023-09-18 07:00,0.0,0.14,50.0,0.0,69.0,49.0,,,
2023-09-19 07:00,0.0,0.0,50.0,0.0,69.0,45.0,,,
2023-09-20 07:00,0.0,0.0,54.0,0.0,72.0,45.0,,,
2023-09-21 08:14,0.0,0.0,62.0,0.0,82.0,54.0,,,
2023-09-22 07:00,0.0,0.0,61.0,0.0,78.0,61.0,,,
2023-09-23 14:24,0.0,0.0,73.0,0.0,82.0,54.0,,,
2023-09-24 16:40,0.0,0.0,75.0,0.0,81.0,49.0,,,
2023-09-25 07:25,0.0,0.0,53.0,0.0,75.0,52.0,,,
2023-09-26 07:18,0.0,0.0,62.0,0.0,77.0,52.0,,,
2023-09-27 07:22,0.0,0.72,62.0,0.0,76.0,61.0,,,
2023-09-28 07:19,0.0,0.41,61.0,0.0,63.0,60.0,,,
2023-09-29 07:15,0.0,0.05,59.0,0.0,68.0,59.0,,,
2023-09-30 13:20,0.0,0.001,74.0,0.0,74.0,51.0,,,
2023-10-03 07:00,0.0,0.0,56.0,0.0,85.0,55.0,,,
2023-10-04 07:00,0.0,0.0,63.0,0.0,86.0,55.0,,,
2023-10-05 07:00,0.0,0.0,65.0,0.0,85.0,63.0,,,
2023-10-06 07:32,0.0,0.72,48.0,0.0,67.0,48.0,,,
2023-10-07 13:10,0.0,0.5,55.0,0.0,64.0,42.0,3.0,snow,snow
2023-10-08 12:00,0.0,0.001,47.0,0.0,57.0,35.0,3.0,snow,snow
2023-10-09 07:25,0.0,0.15,42.0,0.0,55.0,40.0,,,
2023-10-10 07:15,0.0,0.0,37.0,0.0,57.0,35.0,,,
2023-10-11 08:12,0.0,0.0,34.0,0.0,58.0,33.0,,,
2023-10-12 07:50,0.0,0.3,51.0,0.0,69.0,34.0,,,
2023-10-13 07:00,0.0,0.001,51.0,0.0,65.0,50.0,,,
2023-10-14 07:00,0.0,0.57,51.0,0.0,65.0,50.0,,,
2023-10-15 07:39,0.0,0.08,43.0,0.0,51.0,43.0,,,
2023-10-16 07:00,0.0,0.09,46.0,0.0,55.0,42.0,,,
2023-10-17 07:00,0.0,0.001,44.0,0.0,55.0,41.0,,,
2023-10-18 07:00,0.0,0.0,42.0,0.0,61.0,41.0,,,
2023-10-19 07:00,0.0,0.02,52.0,0.0,66.0,41.0,,,
2023-10-20 07:00,0.0,0.5,51.0,0.0,66.0,41.0,,,
2023-10-21 14:20,0.0,0.2,52.0,0.0,55.0,35.0,,,
2023-10-22 12:34,0.0,0.11,51.0,0.0,59.0,36.0,,,
2023-10-23 07:16,0.0,0.0,32.0,0.0,57.0,32.0,,,
2023-10-24 08:25,0.0,0.01,51.0,0.0,63.0,32.0,,,
2023-10-25 07:12,0.0,0.01,62.0,0.0,81.0,51.0,,,
2023-10-26 07:22,0.0,0.04,61.0,0.0,67.0,57.0,,,
2023-10-27 07:53,0.0,0.16,61.0,0.0,72.0,61.0,,,
2023-10-28 10:10,0.0,0.15,48.0,0.0,77.0,46.0,2.0,drizzle,drizzle
2023-10-29 16:10,0.0,0.43,45.0,0.0,54.0,44.0,61.0,light snow pellets,light snow pellets
2023-10-30 07:00,0.0,0.25,39.0,0.0,45.0,39.0,,,
2023-10-31 07:00,0.0,0.0,24.0,0.0,45.0,24.0,,,
2023-11-07 07:19,0.0,0.0,45.0,0.0,65.0,45.0,,,
2023-11-08 07:17,0.0,0.0,45.0,0.0,57.0,42.0,,,
2023-11-09 07:00,0.0,0.0,48.0,0.0,66.0,45.0,,,
2023-11-10 08:35,0.0,0.0,41.0,0.0,57.0,35.0,,,
2023-11-11 07:00,0.0,0.0,29.0,0.0,53.0,29.0,,,
2023-11-12 07:04,0.0,0.0,36.0,0.0,51.0,26.0,,,
2023-11-13 07:00,0.0,0.0,35.0,0.0,54.0,35.0,,,
2023-11-14 08:45,0.0,0.0,35.0,0.0,62.0,26.0,,,
2023-11-15 07:00,0.0,0.0,30.0,0.0,61.0,27.0,,,
2023-11-16 07:00,0.0,0.0,35.0,0.0,65.0,27.0,,,
2023-11-17 07:00,0.0,0.0,58.0,0.0,66.0,27.0,,,
2023-11-18 13:47,0.0,0.0,49.0,0.0,58.0,21.0,,,
2023-11-19 13:38,0.0,0.0,54.0,0.0,55.0,27.0,,,
2023-11-20 07:00,0.0,0.0,38.0,0.0,55.0,37.0,,,
2023-11-21 07:23,0.0,0.13,42.0,0.0,50.0,38.0,,,
2023-11-22 07:11,0.0,0.18,32.0,0.0,48.0,32.0,,,
2023-11-23 16:33,0.0,0.0,45.0,0.0,47.0,30.0,,,
2023-11-24 12:07,0.0,0.0,35.0,0.0,45.0,27.0,,,
2023-11-25 09:58,0.0,0.0,29.0,0.0,45.0,22.0,,,
2023-11-26 11:35,0.0,0.08,31.0,0.1,35.0,25.0,,,
2023-11-27 07:25,0.001,0.11,24.0,0.1,35.0,23.0,,,
2023-11-28 08:20,0.001,0.001,14.0,0.001,27.0,14.0,,,
2023-11-29 07:00,0.001,0.0,20.0,0.0,25.0,14.0,,,
2023-11-30 07:16,0.0,0.0,31.0,0.0,41.0,20.0,,,
2023-12-02 13:30,0.0,0.06,40.0,0.0,43.0,40.0,61.0,light snow pellets,light snow pellets
2023-12-03 16:05,0.0,0.04,39.0,0.0,42.0,39.0,3.0,snow,snow
2023-12-06 07:09,0.0,0.14,32.0,0.0,40.0,30.0,,,
2023-12-07 07:26,0.0,0.0,34.0,0.0,41.0,31.0,,,
2023-12-08 07:15,0.0,0.0,44.0,0.0,49.0,34.0,,,
2023-12-09 10:35,0.0,0.0,56.0,0.0,56.0,44.0,,,
2023-12-10 13:50,0.0,0.0,34.0,0.0,59.0,32.0,,,
2023-12-11 07:22,0.0,0.0,30.0,0.0,35.0,30.0,,,
2023-12-12 08:10,0.0,0.0,30.0,0.0,32.0,25.0,,,
2023-12-13 07:00,0.0,0.0,18.0,0.0,42.0,18.0,,,
2023-12-14 07:00,0.0,0.0,21.0,0.0,42.0,18.0,,,
2023-12-15 07:21,0.0,0.0,25.0,0.0,48.0,21.0,,,
2023-12-16 12:15,0.0,0.0,44.0,0.0,54.0,25.0,3.0,snow,snow
2023-12-17 15:20,0.0,0.06,42.0,0.0,48.0,41.0,3.0,snow,snow
2023-12-18 07:15,0.0,0.05,33.0,0.0,42.0,33.0,,,
2023-12-19 07:25,1.0,0.11,22.0,1.5,34.0,22.0,,,
2023-12-20 07:17,1.0,0.0,29.0,0.0,34.0,19.0,,,
2023-12-21 07:45,0.0,0.0,33.0,0.0,44.0,28.0,,,
2023-12-22 07:17,0.0,0.0,40.0,0.0,47.0,33.0,,,
2023-12-23 13:25,0.0,0.06,46.0,0.0,47.0,39.0,,,
2023-12-24 11:35,0.0,0.001,48.0,0.0,48.0,46.0,,,
2023-12-25 13:37,0.0,0.0,55.0,0.0,55.0,46.0,,,
2023-12-26 13:20,0.0,0.05,47.0,0.0,59.0,46.0,,,
2023-12-27 07:00,0.0,0.001,27.0,0.0,49.0,27.0,,,
2023-12-28 08:07,0.0,0.21,37.0,0.0,46.0,26.0,,,
2023-12-29 07:00,0.0,0.17,34.0,0.0,40.0,34.0,,,
2023-12-30 07:30,0.0,0.12,34.0,0.0,40.0,33.0,,,
2023-12-31 07:45,0.0,0.0,35.0,0.0,36.0,32.0,,,
